executor_p,solver_p,preconditioner_p,resolution,omp_threads,mpi_ranks,node,processes,mpiRank_of,backend_p,timestamp,log_id,run_time
#{'node_data': {'host': 'nla-gpu2.ianm.kit.edu\n', 'top': ['top - 12:54:24 up 36 days, 46 min,  5 users,  load average: 3.94, 17.38, 25.79', 'Tasks: 982 total,   1 running, 981 sleeping,   0 stopped,   0 zombie', '%Cpu(s):  0.0 us,  0.2 sy,  0.0 ni, 99.8 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st', 'MiB Mem : 515579.1 total,  96446.6 free,   8622.2 used, 410510.3 buff/cache', 'MiB Swap: 131072.0 total, 130848.0 free,    224.0 used. 503885.9 avail Mem ', '', '    PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND', '1061761 greole    20   0   66440   5552   3812 R   5.9   0.0   0:00.02 top', '      1 root      20   0  249696  11064   7028 S   0.0   0.0   0:21.96 systemd', '      2 root      20   0       0      0      0 S   0.0   0.0   0:06.41 kthreadd', '      3 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 rcu_gp', '      4 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 rcu_par_gp', '      6 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker/0:0H-events_highpri', '     10 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 mm_percpu_wq', '     11 root      20   0       0      0      0 S   0.0   0.0   0:00.00 rcu_tasks_rude_'], 'uptime': ' 12:54:24 up 36 days, 46 min,  5 users,  load average: 3.94, 17.38, 25.79\n', 'libOGL.so': '5118515e2267d350389f48b1e91471a1  /home/greole/OpenFOAM/greole-v2106/platforms/linux64GccDPInt32Opt/lib/libOGL.so\n'}, 'OBR_REPORT_VERSION': '0.4.1', 'OBR_VERSION': '0.5.0'}
Default,CG,NoPrecond,100,None,32,nla-gpu2.ianm.kit.edu,1,1,PETSC,2022-09-28 10:54:37.302391,b6d1ee478273fa27cf87693937446b1c,12.472552
