executor_p,solver_p,preconditioner_p,resolution,omp_threads,mpi_ranks,node,backend_p,processes,mpiRank_of,timestamp,log_id,run_time
#{'node_data': {'host': 'nla-gpu2.ianm.kit.edu\n', 'top': ['top - 11:21:14 up 35 days, 23:13,  3 users,  load average: 33.08, 32.24, 31.80', 'Tasks: 938 total,   1 running, 937 sleeping,   0 stopped,   0 zombie', '%Cpu(s):  0.2 us,  0.2 sy,  0.0 ni, 99.7 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st', 'MiB Mem : 515579.1 total,  89623.1 free,   8605.2 used, 417350.8 buff/cache', 'MiB Swap: 131072.0 total, 130848.2 free,    223.8 used. 503903.3 avail Mem ', '', '    PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND', '1057780 greole    20   0   66280   5148   3664 R  11.8   0.0   0:00.03 top', '      1 root      20   0  249696  11064   7028 S   0.0   0.0   0:21.78 systemd', '      2 root      20   0       0      0      0 S   0.0   0.0   0:06.37 kthreadd', '      3 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 rcu_gp', '      4 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 rcu_par_gp', '      6 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker/0:0H-events_highpri', '     10 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 mm_percpu_wq', '     11 root      20   0       0      0      0 S   0.0   0.0   0:00.00 rcu_tasks_rude_'], 'uptime': ' 11:21:14 up 35 days, 23:13,  3 users,  load average: 33.08, 32.24, 31.80\n', 'libOGL.so': '5118515e2267d350389f48b1e91471a1  /home/greole/OpenFOAM/greole-v2106/platforms/linux64GccDPInt32Opt/lib/libOGL.so\n'}, 'OBR_REPORT_VERSION': '0.4.1', 'OBR_VERSION': '0.5.0'}
HIP,CG,NoPrecond,350,None,32,nla-gpu2.ianm.kit.edu,PETSC,1,32,2022-09-28 10:09:23.094207,71e01924bb1c42c753e9b827dbd16120,2888.441194
