executor_p,solver_p,preconditioner_p,resolution,omp_threads,mpi_ranks,node,processes,mpiRank_of,timestamp,log_id,run_time
#{'node_data': {'host': 'hkn1990.localdomain\n', 'top': ['top - 11:59:50 up 9 days, 20:57,  0 users,  load average: 25.74, 28.28, 13.67', 'Tasks: 2492 total,   2 running, 2490 sleeping,   0 stopped,   0 zombie', '%Cpu(s):  0.1 us,  0.2 sy,  0.0 ni, 99.6 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st', 'MiB Mem : 514459.2 total, 473875.8 free,  29566.0 used,  11017.5 buff/cache', 'MiB Swap:  15258.7 total,  15258.7 free,      0.0 used. 481553.4 avail Mem ', '', '    PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND', ' 862146 eq4036    20   0   58360   6896   3612 R  31.8   0.0   0:00.15 top', '  21910 root       0 -20   97.1g  21.6g  15.2g S   4.5   4.3   1603:42 mmfsd', ' 224042 jupyter+  20   0   53.7g 319868  15388 S   4.5   0.1  29:39.82 jupyterhub', '2639352 dy7670    20   0  180136   6572   4120 S   4.5   0.0  32:08.87 sshd', '      1 root      20   0  239460  12104   8024 S   0.0   0.0  27:58.26 systemd', '      2 root      20   0       0      0      0 S   0.0   0.0   0:14.19 kthreadd', '      3 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 rcu_gp', '      4 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 rcu_par_gp'], 'uptime': ' 11:59:50 up 9 days, 20:57,  0 users,  load average: 25.74, 28.28, 13.67\n', 'libOGL.so': '24288f376cb12aa7f42bbd31ec993f06  /home/hk-project-test-fine/eq4036/OpenFOAM/eq4036-v2112/platforms/linux64GccDPInt32Opt/lib/libOGL.so\n'}, 'OBR_REPORT_VERSION': '0.4.1', 'OBR_VERSION': '0.4.0'}
DefaultOF,CG,DIC,Small,1,152,hkn1990.localdomain,1,2,2022-05-05 09:59:52.994840,43aa10dbf0433b8f09a80f53b35b02ba,0
DefaultOF,CG,DIC,Small,1,304,hkn1990.localdomain,1,4,2022-05-05 09:59:53.052876,e7406912353f9ecd7b656fa2488dc8ba,0
DefaultOF,CG,DIC,Small,1,38,hkn1990.localdomain,1,0.5,2022-05-05 09:59:53.159473,50e2446e88bc90debd8b263684680897,0
DefaultOF,CG,DIC,Small,1,1216,hkn1990.localdomain,1,16,2022-05-05 09:59:53.181696,7419f97c93b92cd034df9b94d9bd57de,0
DefaultOF,CG,DIC,Small,1,76,hkn1990.localdomain,1,1,2022-05-05 09:59:53.623619,6ec5058e5fa7145e87f849f91693f16c,0
DefaultOF,CG,DIC,Small,1,608,hkn1990.localdomain,1,8,2022-05-05 09:59:53.661356,9ff26f923f758e0dc252736f95cdeeab,0
