executor_p,solver_p,preconditioner_p,resolution,omp_threads,mpi_ranks,node,mpiRank_of,processes,timestamp,log_id,run_time
#{'node_data': {'host': 'hkn1990.localdomain\n', 'top': ['top - 12:04:09 up 9 days, 21:01,  0 users,  load average: 0.97, 12.47, 10.56', 'Tasks: 2473 total,  12 running, 2460 sleeping,   0 stopped,   1 zombie', '%Cpu(s):  1.1 us,  0.9 sy,  0.0 ni, 97.8 id,  0.0 wa,  0.0 hi,  0.1 si,  0.0 st', 'MiB Mem : 514459.2 total, 473924.8 free,  29517.6 used,  11016.9 buff/cache', 'MiB Swap:  15258.7 total,  15258.7 free,      0.0 used. 481601.9 avail Mem ', '', '    PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND', '  21910 root       0 -20   97.1g  21.6g  15.2g S  83.3   4.3   1604:50 mmfsd', ' 863702 eq4036    20   0   58368   6896   3608 R  33.3   0.0   0:00.18 top', ' 224042 jupyter+  20   0   53.7g 319868  15388 S   8.3   0.1  29:42.00 jupyterhub', ' 863703 root      20   0  121004   6744   5772 S   8.3   0.0   0:00.02 sudo', '     12 root      20   0       0      0      0 I   4.2   0.0  36:33.12 rcu_sched', ' 765478 tp9819    20   0  174944   5688   4196 S   4.2   0.0   0:03.34 sshd', '1263879 hgf_ono+  20   0   89988  10084   8128 R   4.2   0.0   7:02.54 systemd', '1263889 hgf_ono+  20   0  291976   9360   8120 S   4.2   0.0   0:39.57 pulseaudio'], 'uptime': ' 12:04:09 up 9 days, 21:01,  0 users,  load average: 0.97, 12.47, 10.56\n', 'libOGL.so': '24288f376cb12aa7f42bbd31ec993f06  /home/hk-project-test-fine/eq4036/OpenFOAM/eq4036-v2112/platforms/linux64GccDPInt32Opt/lib/libOGL.so\n'}, 'OBR_REPORT_VERSION': '0.4.1', 'OBR_VERSION': '0.4.0'}
DefaultOF,CG,DIC,Large,1,152,hkn1990.localdomain,2,1,2022-05-05 10:04:10.734942,0071f73e3e6a9c5a9a90ef890bc294f8,0
DefaultOF,CG,DIC,Large,1,304,hkn1990.localdomain,4,1,2022-05-05 10:04:10.800015,c056732838c30cf893303562baaba684,0
DefaultOF,CG,DIC,Large,1,38,hkn1990.localdomain,0.5,1,2022-05-05 10:04:10.925120,8949584ea535dad411473f7dc29780b8,0
DefaultOF,CG,DIC,Large,1,1216,hkn1990.localdomain,16,1,2022-05-05 10:04:10.952392,85cae04abbb26097ea4cd02c892833eb,0
DefaultOF,CG,DIC,Large,1,76,hkn1990.localdomain,1,1,2022-05-05 10:04:11.518910,d6ce298b8f94e2df41474510d2c5e916,0
DefaultOF,CG,DIC,Large,1,608,hkn1990.localdomain,8,1,2022-05-05 10:04:11.580131,fce6058ba9d7120da4b3424dedf8a7a9,0
