executor_p,solver_p,preconditioner_p,resolution,omp_threads,mpi_ranks,node,processes,mpiRank,timestamp,log_id,run_time
#{'node_data': {'host': 'hkn0002.localdomain\n', 'top': ['top - 10:55:30 up 180 days, 17:54,  0 users,  load average: 0.39, 1.36, 7.02', 'Tasks: 1643 total,   1 running, 1642 sleeping,   0 stopped,   0 zombie', '%Cpu(s):  0.0 us,  0.1 sy,  0.0 ni, 99.8 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st', 'MiB Mem : 256552.8 total, 244995.1 free,  10683.6 used,    874.2 buff/cache', 'MiB Swap:      0.0 total,      0.0 free,      0.0 used. 244328.5 avail Mem ', '', '    PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND', '1901284 eq4036    20   0   57344   6120   3612 R  11.8   0.0   0:00.04 top', '      1 root      20   0  243128  11520   8228 S   0.0   0.0   1:17.00 systemd', '      2 root      20   0       0      0      0 S   0.0   0.0   0:37.96 kthreadd', '      3 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 rcu_gp', '      4 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 rcu_par+', '      6 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+', '     10 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 mm_perc+', '     11 root      20   0       0      0      0 S   0.0   0.0   7:04.98 ksoftir+'], 'uptime': ' 10:55:30 up 180 days, 17:54,  0 users,  load average: 0.39, 1.36, 7.02\n', 'libOGL.so': '544aaaee37d34b300ed899c8aebbf472  /home/hk-project-test-fine/eq4036/OpenFOAM/eq4036-v2112/platforms/linux64GccDPInt32Opt/lib/libOGL.so\n'}, 'OBR_REPORT_VERSION': '0.4.1', 'OBR_VERSION': '0.3.0'}
DefaultOF,BiCGStab,NoPrecond,300,1,72,hkn0002.localdomain,1,72,2022-02-03 10:04:07.500583,2b863fd832f8ea038182f6f914fd47d4,515.65226
DefaultOF,CG,NoPrecond,300,1,72,hkn0002.localdomain,1,72,2022-02-03 10:11:52.469518,317ce30b7412ceac529b5e60eb7517ec,464.52115
