executor_p,solver_p,preconditioner_p,resolution,omp_threads,mpi_ranks,node,processes,mpiRank,timestamp,log_id,run_time
#{'node_data': {'host': 'hkn0003.localdomain\n', 'top': ['top - 20:36:42 up 76 days, 22:45,  0 users,  load average: 46.37, 68.87, 70.38', 'Tasks: 1655 total,   1 running, 1654 sleeping,   0 stopped,   0 zombie', '%Cpu(s):  0.0 us,  0.1 sy,  0.0 ni, 99.9 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st', 'MiB Mem : 256552.8 total, 243648.4 free,  12015.6 used,    888.8 buff/cache', 'MiB Swap:      0.0 total,      0.0 free,      0.0 used. 242983.5 avail Mem ', '', '    PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND', '2386252 eq4036    20   0   57340   6076   3572 R   5.9   0.0   0:00.04 top', '      1 root      20   0  243148  11588   8272 S   0.0   0.0   0:28.76 systemd', '      2 root      20   0       0      0      0 S   0.0   0.0   0:06.79 kthreadd', '      3 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 rcu_gp', '      4 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 rcu_par+', '      6 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+', '     10 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 mm_perc+', '     11 root      20   0       0      0      0 S   0.0   0.0   1:47.02 ksoftir+'], 'uptime': ' 20:36:42 up 76 days, 22:45,  0 users,  load average: 46.37, 68.87, 70.38\n', 'libOGL.so': '544aaaee37d34b300ed899c8aebbf472  /home/hk-project-test-fine/eq4036/OpenFOAM/eq4036-v2112/platforms/linux64GccDPInt32Opt/lib/libOGL.so\n'}, 'OBR_REPORT_VERSION': '0.4.1', 'OBR_VERSION': '0.3.0'}
DefaultOF,BiCGStab,NoPrecond,200,1,76,hkn0003.localdomain,1,fullNode,2022-02-03 19:38:15.462530,84b653a815d4af053681f72340be4874,92.349709
DefaultOF,CG,NoPrecond,200,1,76,hkn0003.localdomain,1,fullNode,2022-02-03 19:39:20.931114,619481a978ab14afc6d9dc607720345f,64.796219
