executor_p,solver_p,preconditioner_p,resolution,omp_threads,mpi_ranks,node,mpiRank,processes,timestamp,log_id,run_time
#{'node_data': {'host': 'hkn0230.localdomain\n', 'top': ['top - 11:01:41 up 166 days, 20:31,  0 users,  load average: 0.39, 0.61, 1.40', 'Tasks: 1645 total,   1 running, 1644 sleeping,   0 stopped,   0 zombie', '%Cpu(s):  0.0 us,  0.1 sy,  0.0 ni, 99.9 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st', 'MiB Mem : 256552.8 total, 242920.4 free,  12712.6 used,    919.7 buff/cache', 'MiB Swap:      0.0 total,      0.0 free,      0.0 used. 242289.1 avail Mem ', '', '    PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND', '2242980 eq4036    20   0   57344   6144   3636 R   5.9   0.0   0:00.04 top', '      1 root      20   0  243132  11572   8296 S   0.0   0.0   1:03.89 systemd', '      2 root      20   0       0      0      0 S   0.0   0.0   0:18.90 kthreadd', '      3 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 rcu_gp', '      4 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 rcu_par+', '      6 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+', '     10 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 mm_perc+', '     11 root      20   0       0      0      0 S   0.0   0.0   5:06.81 ksoftir+'], 'uptime': ' 11:01:41 up 166 days, 20:31,  0 users,  load average: 0.39, 0.61, 1.40\n', 'libOGL.so': '544aaaee37d34b300ed899c8aebbf472  /home/hk-project-test-fine/eq4036/OpenFOAM/eq4036-v2112/platforms/linux64GccDPInt32Opt/lib/libOGL.so\n'}, 'OBR_REPORT_VERSION': '0.4.1', 'OBR_VERSION': '0.3.0'}
DefaultOF,BiCGStab,NoPrecond,400,1,72,hkn0230.localdomain,72,1,2022-02-03 10:36:17.081738,9c1b980b6d6801a872d57c35f2210a22,2074.790781
DefaultOF,CG,NoPrecond,400,1,72,hkn0230.localdomain,72,1,2022-02-03 11:00:46.242338,acd2df90357cb1c7aa6825a7496aa15b,1469.119487
