executor_p,solver_p,preconditioner_p,resolution,omp_threads,mpi_ranks,node,processes,mpiRank_gko,backend_p,timestamp,log_id,run_time
#{'node_data': {'host': 'nla-gpu2.ianm.kit.edu\n', 'top': ['top - 08:59:52 up 43 days, 20:52,  1 user,  load average: 8.04, 7.19, 4.23', 'Tasks: 1007 total,   1 running, 949 sleeping,  46 stopped,  11 zombie', '%Cpu(s):  0.0 us,  0.3 sy,  0.1 ni, 99.7 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st', 'MiB Mem : 515579.1 total, 118080.8 free, 347402.3 used,  50096.0 buff/cache', 'MiB Swap: 131072.0 total,      0.1 free, 131071.9 used. 165492.2 avail Mem ', '', '    PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND', '1636597 greole    25   5   66416   5568   3832 R  11.8   0.0   0:00.03 top', '      1 root      20   0  249696   9524   6328 S   0.0   0.0   2:44.20 systemd', '      2 root      20   0       0      0      0 S   0.0   0.0   0:18.20 kthreadd', '      3 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 rcu_gp', '      4 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 rcu_par_gp', '      6 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker/0:0H-events_highpri', '     10 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 mm_percpu_wq', '     11 root      20   0       0      0      0 S   0.0   0.0   0:00.00 rcu_tasks_rude_'], 'uptime': ' 08:59:52 up 43 days, 20:52,  1 user,  load average: 8.04, 7.19, 4.23\n', 'libOGL.so': '9d085d9efdd86252645c0f2c9e185acf  /home/greole/OpenFOAM/greole-v2106/platforms/linux64GccDPInt32Opt/lib/libOGL.so\n'}, 'OBR_REPORT_VERSION': '0.4.1', 'OBR_VERSION': '0.5.0'}
HIP,CG,NoPrecond,350,None,8,nla-gpu2.ianm.kit.edu,1,1,Ginkgo,2022-10-06 07:09:49.490163,0a7c2c8800c2893e4af26f7149d7cb82,596.628656
