executor_p,solver_p,preconditioner_p,resolution,omp_threads,mpi_ranks,node,mpiRank_of,processes,backend_p,timestamp,log_id,run_time
#{'node_data': {'host': 'nla-gpu2.ianm.kit.edu\n', 'top': ['top - 10:45:27 up 45 days, 22:37,  1 user,  load average: 0.00, 0.00, 0.00', 'Tasks: 934 total,   1 running, 933 sleeping,   0 stopped,   0 zombie', '%Cpu(s):  0.0 us,  0.2 sy,  0.0 ni, 99.8 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st', 'MiB Mem : 515579.1 total, 434897.3 free,   9396.0 used,  71285.8 buff/cache', 'MiB Swap: 131072.0 total, 130715.6 free,    356.4 used. 503651.0 avail Mem ', '', '    PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND', '1665368 greole    20   0   66284   5188   3696 R   6.2   0.0   0:00.02 top', '      1 root      20   0  249696   9320   6124 S   0.0   0.0   2:46.47 systemd', '      2 root      20   0       0      0      0 S   0.0   0.0   0:19.09 kthreadd', '      3 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 rcu_gp', '      4 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 rcu_par_gp', '      6 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker/0:0H-events_highpri', '     10 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 mm_percpu_wq', '     11 root      20   0       0      0      0 S   0.0   0.0   0:00.00 rcu_tasks_rude_'], 'uptime': ' 10:45:27 up 45 days, 22:37,  1 user,  load average: 0.00, 0.00, 0.00\n', 'libOGL.so': '9d085d9efdd86252645c0f2c9e185acf  /home/greole/OpenFOAM/greole-v2106/platforms/linux64GccDPInt32Opt/lib/libOGL.so\n'}, 'OBR_REPORT_VERSION': '0.4.1', 'OBR_VERSION': '0.5.0'}
HIP,CG,NoPrecond,100,None,32,nla-gpu2.ianm.kit.edu,32,1,PETSC,2022-10-08 08:45:51.859422,4a9f4a15ef9499f6f437ece03a3ca958,24.211933
