executor_p,solver_p,preconditioner_p,resolution,omp_threads,mpi_ranks,node,processes,mpiRank_gko,timestamp,log_id,run_time
#{'node_data': {'host': 'nla-gpu2.ianm.kit.edu\n', 'top': ['top - 18:11:05 up 5 days,  1:12,  2 users,  load average: 0.00, 0.41, 1.99', 'Tasks: 954 total,   1 running, 938 sleeping,  15 stopped,   0 zombie', '%Cpu(s):  0.1 us,  0.2 sy,  0.0 ni, 99.7 id,  0.0 wa,  0.0 hi,  0.1 si,  0.0 st', 'MiB Mem : 483328.2 total, 247223.2 free,   2756.9 used, 233348.1 buff/cache', 'MiB Swap: 131072.0 total, 130929.2 free,    142.8 used. 477994.3 avail Mem ', '', '    PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND', ' 163909 greole    20   0   66400   5824   4164 R  11.8   0.0   0:00.03 top', '      1 root      20   0  249664   9332   6140 S   0.0   0.0   0:04.83 systemd', '      2 root      20   0       0      0      0 S   0.0   0.0   0:01.17 kthreadd', '      3 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 rcu_gp', '      4 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 rcu_par_gp', '      6 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker/0:0H-events_highpri', '     10 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 mm_percpu_wq', '     11 root      20   0       0      0      0 S   0.0   0.0   0:01.99 ksoftirqd/0'], 'uptime': ' 18:11:05 up 5 days,  1:12,  2 users,  load average: 0.00, 0.41, 1.99\n', 'libOGL.so': '5ac39bd5bb2625066e174816aa7c2088  /home/greole/OpenFOAM/greole-v2106/platforms/linux64GccDPInt32Opt/lib/libOGL.so\n'}, 'OBR_REPORT_VERSION': '0.4.1', 'OBR_VERSION': '0.4.0'}
HIP,CG,ISAI,Medium,None,4,nla-gpu2.ianm.kit.edu,1,4,2022-03-28 16:13:57.341438,d8ce0998a8bb2135b9bd7ddf834e0d8b,171.746566
HIP,CG,ISAI,Medium,None,5,nla-gpu2.ianm.kit.edu,1,5,2022-03-28 16:16:34.097081,34c4fce9383e72f652a1114d655096b0,156.751087
HIP,CG,ISAI,Medium,None,8,nla-gpu2.ianm.kit.edu,1,8,2022-03-28 16:18:14.192605,8f6cb396a7e581b13738ad73cbaf407a,100.091036
