executor_p,solver_p,preconditioner_p,resolution,omp_threads,mpi_ranks,node,mpiRank,processes,log_id,run_time
#{'node_data': {'host': 'hkn0425.localdomain\n', 'top': ['top - 07:43:37 up 169 days, 21:53,  0 users,  load average: 0.41, 0.14, 0.03', 'Tasks: 1449 total,   1 running, 1448 sleeping,   0 stopped,   0 zombie', '%Cpu(s):  0.0 us,  0.1 sy,  0.0 ni, 99.9 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st', 'MiB Mem : 514600.6 total, 495352.2 free,  18060.7 used,   1187.6 buff/cache', 'MiB Swap:      0.0 total,      0.0 free,      0.0 used. 493815.4 avail Mem ', '', '    PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND', '2267209 eq4036    20   0   57220   5932   3680 R   5.9   0.0   0:00.03 top', '      1 root      20   0  243200  11908   8544 S   0.0   0.0   0:50.30 systemd', '      2 root      20   0       0      0      0 S   0.0   0.0   0:06.40 kthreadd', '      3 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 rcu_gp', '      4 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 rcu_par+', '      6 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+', '     10 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 mm_perc+', '     11 root      20   0       0      0      0 S   0.0   0.0   1:48.15 ksoftir+'], 'uptime': ' 07:43:37 up 169 days, 21:53,  0 users,  load average: 0.41, 0.14, 0.03\n', 'libOGL.so': '544aaaee37d34b300ed899c8aebbf472  /home/hk-project-test-fine/eq4036/OpenFOAM/eq4036-v2112/platforms/linux64GccDPInt32Opt/lib/libOGL.so\n'}, 'OBR_REPORT_VERSION': '0.4.0', 'OBR_VERSION': '0.3.0'}
CUDA,BiCGStab,NoPrecond,100,1,8,hkn0425.localdomain,8,1,403947542bb80295fb8d3635c7f0c5b1,9.443294
CUDA,CG,NoPrecond,100,1,8,hkn0425.localdomain,8,1,552eafe4b5304828e005f4f3af9dd83d,6.500889
