executor_p,solver_p,preconditioner_p,resolution,omp_threads,mpi_ranks,node,processes,mpiRank,log_id,run_time
#{'node_data': {'host': 'hkn0249.localdomain\n', 'top': ['top - 23:14:51 up 176 days,  5:50,  0 users,  load average: 0.26, 1.63, 14.31', 'Tasks: 1661 total,   1 running, 1660 sleeping,   0 stopped,   0 zombie', '%Cpu(s):  0.1 us,  0.3 sy,  0.0 ni, 99.6 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st', 'MiB Mem : 256552.8 total, 234323.9 free,  21276.3 used,    952.7 buff/cache', 'MiB Swap:      0.0 total,      0.0 free,      0.0 used. 233725.2 avail Mem ', '', '    PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND', '1814085 eq4036    20   0   57344   6132   3624 R  11.8   0.0   0:00.04 top', '1814086 root      20   0   57468   6132   3644 S  11.8   0.0   0:00.02 top', '      1 root      20   0  243168  11552   8216 S   0.0   0.0   0:58.50 systemd', '      2 root      20   0       0      0      0 S   0.0   0.0   0:22.53 kthreadd', '      3 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 rcu_gp', '      4 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 rcu_par+', '      6 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+', '     10 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 mm_perc+'], 'uptime': ' 23:14:51 up 176 days,  5:50,  0 users,  load average: 0.26, 1.63, 14.31\n', 'libOGL.so': '544aaaee37d34b300ed899c8aebbf472  /home/hk-project-test-fine/eq4036/OpenFOAM/eq4036-v2112/platforms/linux64GccDPInt32Opt/lib/libOGL.so\n'}, 'OBR_REPORT_VERSION': '0.4.0', 'OBR_VERSION': '0.3.0'}
DefaultOF,BiCGStab,NoPrecond,500,1,72,hkn0249.localdomain,1,72,6c20aa1f5fc38ffada5e28895154d40c,4954.560661
DefaultOF,CG,NoPrecond,500,1,72,hkn0249.localdomain,1,72,eb8ff6a9a7007afd542ffb38682e27a0,2192.883449
