executor_p,solver_p,preconditioner_p,resolution,omp_threads,mpi_ranks,node,processes,mpiRank_gko,backend_p,timestamp,log_id,run_time
#{'node_data': {'host': 'nla-gpu2.ianm.kit.edu\n', 'top': ['top - 10:45:44 up 74 days, 23:38,  1 user,  load average: 13.17, 3.44, 1.17', 'Tasks: 961 total,   1 running, 960 sleeping,   0 stopped,   0 zombie', '%Cpu(s):  0.1 us,  0.3 sy,  0.0 ni, 99.6 id,  0.0 wa,  0.0 hi,  0.1 si,  0.0 st', 'MiB Mem : 515579.1 total, 497590.0 free,   9862.7 used,   8126.4 buff/cache', 'MiB Swap: 131072.0 total, 129737.2 free,   1334.8 used. 502909.0 avail Mem ', '', '    PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND', '3398903 greole    20   0   66424   5672   3932 R   5.9   0.0   0:00.02 top', '      1 root      20   0  249696   9540   5940 S   0.0   0.0   3:01.89 systemd', '      2 root      20   0       0      0      0 S   0.0   0.0   0:24.77 kthreadd', '      3 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 rcu_gp', '      4 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 rcu_par_gp', '      6 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker/0:0H-events_highpri', '     10 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 mm_percpu_wq', '     11 root      20   0       0      0      0 S   0.0   0.0   0:00.00 rcu_tasks_rude_'], 'uptime': ' 10:45:44 up 74 days, 23:38,  1 user,  load average: 13.17, 3.44, 1.17\n', 'libOGL.so': '475e80df3ecf0d985675278de7170177  /home/greole/OpenFOAM/greole-v2106/platforms/linux64GccDPInt32Opt/lib/libOGL.so\n'}, 'OBR_REPORT_VERSION': '0.4.1', 'OBR_VERSION': '0.5.0'}
HIP,CG,NoPrecond,150,None,32,nla-gpu2.ianm.kit.edu,1,4,Ginkgo,2022-11-06 09:46:26.395513,b60e76549f7c1bf6620680c891d9714a,41.643046
