executor_p,solver_p,preconditioner_p,resolution,omp_threads,mpi_ranks,node,backend_p,processes,mpiRank_gko,timestamp,log_id,run_time
#{'node_data': {'host': 'nla-gpu2.ianm.kit.edu\n', 'top': ['top - 12:53:03 up 71 days,  1:45,  2 users,  load average: 32.11, 29.46, 23.46', 'Tasks: 956 total,   1 running, 955 sleeping,   0 stopped,   0 zombie', '%Cpu(s):  0.0 us,  0.3 sy,  0.0 ni, 99.7 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st', 'MiB Mem : 515579.1 total, 286922.3 free,   9998.6 used, 218658.2 buff/cache', 'MiB Swap: 131072.0 total, 129925.9 free,   1146.1 used. 502209.1 avail Mem ', '', '    PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND', '3340294 greole    20   0   66416   5508   3764 R   5.9   0.0   0:00.03 top', '      1 root      20   0  249696  10028   6360 S   0.0   0.0   3:00.18 systemd', '      2 root      20   0       0      0      0 S   0.0   0.0   0:24.08 kthreadd', '      3 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 rcu_gp', '      4 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 rcu_par_gp', '      6 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker/0:0H-events_highpri', '     10 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 mm_percpu_wq', '     11 root      20   0       0      0      0 S   0.0   0.0   0:00.00 rcu_tasks_rude_'], 'uptime': ' 12:53:03 up 71 days,  1:45,  2 users,  load average: 32.11, 29.46, 23.46\n', 'libOGL.so': '475e80df3ecf0d985675278de7170177  /home/greole/OpenFOAM/greole-v2106/platforms/linux64GccDPInt32Opt/lib/libOGL.so\n'}, 'OBR_REPORT_VERSION': '0.4.1', 'OBR_VERSION': '0.5.0'}
HIP,CG,NoPrecond,350,None,32,nla-gpu2.ianm.kit.edu,Ginkgo,1,4,2022-11-02 11:59:42.836422,c7b15ccf013f52540fdaa36a26a4c857,399.671105
