executor_p,solver_p,preconditioner_p,resolution,omp_threads,mpi_ranks,node,backend_p,mpiRank_gko,processes,timestamp,log_id,run_time
#{'node_data': {'host': 'nla-gpu2.ianm.kit.edu\n', 'top': ['top - 12:20:27 up 71 days,  1:12,  2 users,  load average: 17.07, 17.14, 16.88', 'Tasks: 944 total,   1 running, 943 sleeping,   0 stopped,   0 zombie', '%Cpu(s):  0.1 us,  0.2 sy,  0.0 ni, 99.7 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st', 'MiB Mem : 515579.1 total, 286867.8 free,   9975.6 used, 218735.7 buff/cache', 'MiB Swap: 131072.0 total, 129925.9 free,   1146.1 used. 502231.0 avail Mem ', '', '    PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND', '3338369 greole    20   0   66284   5528   3784 R  11.8   0.0   0:00.04 top', '      1 root      20   0  249696  10028   6360 S   0.0   0.0   3:00.17 systemd', '      2 root      20   0       0      0      0 S   0.0   0.0   0:24.07 kthreadd', '      3 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 rcu_gp', '      4 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 rcu_par_gp', '      6 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker/0:0H-events_highpri', '     10 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 mm_percpu_wq', '     11 root      20   0       0      0      0 S   0.0   0.0   0:00.00 rcu_tasks_rude_'], 'uptime': ' 12:20:27 up 71 days,  1:12,  2 users,  load average: 17.07, 17.14, 16.88\n', 'libOGL.so': '475e80df3ecf0d985675278de7170177  /home/greole/OpenFOAM/greole-v2106/platforms/linux64GccDPInt32Opt/lib/libOGL.so\n'}, 'OBR_REPORT_VERSION': '0.4.1', 'OBR_VERSION': '0.5.0'}
HIP,CG,NoPrecond,500,None,16,nla-gpu2.ianm.kit.edu,Ginkgo,2,1,2022-11-02 11:44:40.165560,3c085e83e4f1907f0cd547ff0f0fa311,1452.20215
