executor_p,solver_p,preconditioner_p,resolution,omp_threads,mpi_ranks,node,processes,backend_p,mpiRank_of,timestamp,log_id,run_time
#{'node_data': {'host': 'nla-gpu2.ianm.kit.edu\n', 'top': ['top - 15:30:41 up 45 days,  3:23,  1 user,  load average: 29.52, 31.49, 31.83', 'Tasks: 935 total,   1 running, 934 sleeping,   0 stopped,   0 zombie', '%Cpu(s):  0.1 us,  0.3 sy,  0.1 ni, 99.6 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st', 'MiB Mem : 515579.1 total, 452621.7 free,   9393.7 used,  53563.7 buff/cache', 'MiB Swap: 131072.0 total, 130714.6 free,    357.4 used. 503662.0 avail Mem ', '', '    PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND', '1656865 greole    25   5   66284   5180   3688 R   5.9   0.0   0:00.02 top', '      1 root      20   0  249696   9316   6120 S   0.0   0.0   2:46.01 systemd', '      2 root      20   0       0      0      0 S   0.0   0.0   0:18.92 kthreadd', '      3 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 rcu_gp', '      4 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 rcu_par_gp', '      6 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker/0:0H-events_highpri', '     10 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 mm_percpu_wq', '     11 root      20   0       0      0      0 S   0.0   0.0   0:00.00 rcu_tasks_rude_'], 'uptime': ' 15:30:41 up 45 days,  3:23,  1 user,  load average: 29.52, 31.49, 31.83\n', 'libOGL.so': '9d085d9efdd86252645c0f2c9e185acf  /home/greole/OpenFOAM/greole-v2106/platforms/linux64GccDPInt32Opt/lib/libOGL.so\n'}, 'OBR_REPORT_VERSION': '0.4.1', 'OBR_VERSION': '0.5.0'}
Default,CG,NoPrecond,350,None,32,nla-gpu2.ianm.kit.edu,1,OpenFOAM,1,2022-10-07 14:10:52.504113,6c2dd65c92c438df9540c69199e4e308,2411.404688
