executor_p,solver_p,preconditioner_p,resolution,omp_threads,mpi_ranks,node,processes,backend_p,mpiRank_gko,timestamp,log_id,run_time
#{'node_data': {'host': 'nla-gpu2.ianm.kit.edu\n', 'top': ['top - 08:47:08 up 61 days, 20:39,  1 user,  load average: 12.99, 10.46, 7.98', 'Tasks: 984 total,   8 running, 976 sleeping,   0 stopped,   0 zombie', '%Cpu(s):  1.7 us,  2.0 sy,  4.9 ni, 91.5 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st', 'MiB Mem : 515579.1 total, 284943.7 free, 169187.9 used,  61447.5 buff/cache', 'MiB Swap: 131072.0 total, 130203.4 free,    868.6 used. 343594.5 avail Mem ', '', '    PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND', '2677288 greole    25   5   50.1g  45.8g 164088 R 100.0   9.1  24:01.48 decomposePar', '2677650 greole    25   5   34.8g  30.5g 163772 R 100.0   6.1  13:31.91 decomposePar', '2677665 greole    25   5   61.3g  56.4g 163508 R 100.0  11.2  11:59.58 decomposePar', '2678493 greole    20   0 8669180   3.9g 163592 R 100.0   0.8   1:33.06 decomposePar', '2677785 greole    25   5   24.2g  19.8g 163208 R  93.8   3.9   8:39.54 decomposePar', '    544 root      20   0       0      0      0 R  31.2   0.0  19:36.69 kswapd7', '2678589 greole    20   0   66440   5628   3892 R   6.2   0.0   0:00.02 top', '      1 root      20   0  249696   9376   6304 S   0.0   0.0   2:54.67 systemd'], 'uptime': ' 08:47:08 up 61 days, 20:39,  1 user,  load average: 12.99, 10.46, 7.98\n', 'libOGL.so': 'dbf62a8a0bfcbe649d6ed719d46d474a  /home/greole/OpenFOAM/greole-v2106/platforms/linux64GccDPInt32Opt/lib/libOGL.so\n'}, 'OBR_REPORT_VERSION': '0.4.1', 'OBR_VERSION': '0.5.0'}
HIP,CG,NoPrecond,300,None,8,nla-gpu2.ianm.kit.edu,1,Ginkgo,1.0,2022-10-24 06:51:39.251160,b9ecfe32e4a5db6377cd5e9e8bfc86a5,270.933798
