executor_p,solver_p,preconditioner_p,resolution,omp_threads,mpi_ranks,node,mpiRank_of,processes,mpiRank_gko,timestamp,log_id,run_time
#{'node_data': {'host': 'nla-gpu2.ianm.kit.edu\n', 'top': ['top - 16:41:51 up 4 days, 23:53,  1 user,  load average: 5.03, 6.97, 9.71', 'Tasks: 958 total,   7 running, 951 sleeping,   0 stopped,   0 zombie', '%Cpu(s):  0.0 us,  0.4 sy,  7.6 ni, 91.8 id,  0.0 wa,  0.1 hi,  0.1 si,  0.0 st', 'MiB Mem : 483328.2 total, 290744.8 free,  88397.3 used, 104186.2 buff/cache', 'MiB Swap: 131072.0 total, 130525.2 free,    546.8 used. 392361.9 avail Mem ', '', '    PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND', ' 157319 greole    25   5   17.3g  15.1g 116112 R 100.0   3.2   4:38.32 decompo+', ' 156966 greole    25   5   23.4g  20.5g 115484 R  94.1   4.4   7:39.53 decompo+', ' 157309 greole    25   5   20.0g  17.7g 116252 R  94.1   3.8   6:05.97 decompo+', ' 157316 greole    25   5   18.3g  16.1g 116460 R  94.1   3.4   5:01.43 decompo+', ' 157318 greole    25   5   17.5g  15.2g 115492 R  94.1   3.2   4:39.92 decompo+', ' 156820 root      20   0       0      0      0 I   5.9   0.0   0:11.23 kworker+', ' 158183 greole    25   5   66404   5880   4224 R   5.9   0.0   0:00.02 top', '      1 root      20   0  241252   3776   2972 S   0.0   0.0   0:10.63 systemd'], 'uptime': ' 16:41:51 up 4 days, 23:53,  1 user,  load average: 5.03, 6.97, 9.71\n', 'libOGL.so': '1d23c2fd0bc30ede6f6ca9d8f49f08fa  /home/greole/OpenFOAM/greole-v2106/platforms/linux64GccDPInt32Opt/lib/libOGL.so\n'}, 'OBR_REPORT_VERSION': '0.4.1', 'OBR_VERSION': '0.4.0'}
HIP,CG,NoPrecond,100,None,32,nla-gpu2.ianm.kit.edu,fullNode,1,0,0,0,0
HIP,CG,NoPrecond,100,None,4,nla-gpu2.ianm.kit.edu,0,1,4,0,0,0
HIP,CG,NoPrecond,100,None,5,nla-gpu2.ianm.kit.edu,0,1,5,2022-03-08 15:42:11.551811,5b595aedf22e780d385c9fd0b302ae5b,9.9967
HIP,CG,NoPrecond,100,None,8,nla-gpu2.ianm.kit.edu,0,1,8,2022-03-08 15:42:20.013042,78728a0975e8dffd51760a8a1fb8da39,8.456122
HIP,CG,NoPrecond,100,None,7,nla-gpu2.ianm.kit.edu,0,1,7,2022-03-08 15:42:27.808186,174a62c462d307cc8dd21f61b726d42c,7.789394
HIP,CG,NoPrecond,100,None,2,nla-gpu2.ianm.kit.edu,0,1,2,2022-03-08 15:42:44.196478,d4c4833109de25d8bdab237f0abb669c,16.382862
HIP,CG,NoPrecond,100,None,3,nla-gpu2.ianm.kit.edu,0,1,3,2022-03-08 15:42:56.770679,782fcb1d585168eafdbd0c44babda32f,12.570098
HIP,CG,NoPrecond,100,None,6,nla-gpu2.ianm.kit.edu,0,1,6,2022-03-08 15:43:06.794013,a482f80dc5457a25c37647bf58ea2aef,10.018722
