executor_p,solver_p,preconditioner_p,resolution,omp_threads,mpi_ranks,node,mpiRank_gko,processes,backend_p,timestamp,log_id,run_time
#{'node_data': {'host': 'nla-gpu2.ianm.kit.edu\n', 'top': ['top - 13:25:40 up 71 days,  2:18,  2 users,  load average: 30.68, 32.50, 31.48', 'Tasks: 939 total,   1 running, 938 sleeping,   0 stopped,   0 zombie', '%Cpu(s):  0.1 us,  0.2 sy,  0.0 ni, 99.7 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st', 'MiB Mem : 515579.1 total, 286894.3 free,  10026.8 used, 218658.0 buff/cache', 'MiB Swap: 131072.0 total, 129925.9 free,   1146.1 used. 502181.2 avail Mem ', '', '    PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND', '3341291 root      20   0       0      0      0 I   5.9   0.0   0:00.09 kworker/u128:2-mlx5_page_allocator', '3341467 greole    20   0   66284   5556   3816 R   5.9   0.0   0:00.02 top', '      1 root      20   0  249696  10028   6360 S   0.0   0.0   3:00.23 systemd', '      2 root      20   0       0      0      0 S   0.0   0.0   0:24.09 kthreadd', '      3 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 rcu_gp', '      4 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 rcu_par_gp', '      6 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker/0:0H-events_highpri', '     10 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 mm_percpu_wq'], 'uptime': ' 13:25:40 up 71 days,  2:18,  2 users,  load average: 30.68, 32.50, 31.48\n', 'libOGL.so': '475e80df3ecf0d985675278de7170177  /home/greole/OpenFOAM/greole-v2106/platforms/linux64GccDPInt32Opt/lib/libOGL.so\n'}, 'OBR_REPORT_VERSION': '0.4.1', 'OBR_VERSION': '0.5.0'}
HIP,CG,NoPrecond,500,None,32,nla-gpu2.ianm.kit.edu,4,1,Ginkgo,2022-11-02 12:48:31.545226,e16c2c55152e88f232266417a38d6b53,1371.429949
