executor_p,solver_p,preconditioner_p,resolution,omp_threads,mpi_ranks,node,mpiRank_gko,backend_p,processes,timestamp,log_id,run_time
#{'node_data': {'host': 'nla-gpu2.ianm.kit.edu\n', 'top': ['top - 20:32:20 up 62 days,  8:24,  1 user,  load average: 13.97, 6.56, 5.33', 'Tasks: 958 total,   1 running, 957 sleeping,   0 stopped,   0 zombie', '%Cpu(s):  0.1 us,  0.2 sy,  0.0 ni, 99.7 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st', 'MiB Mem : 515579.1 total, 343979.7 free,   9609.8 used, 161989.6 buff/cache', 'MiB Swap: 131072.0 total, 129914.2 free,   1157.8 used. 503058.4 avail Mem ', '', '    PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND', '2871200 greole    20   0   66416   5652   3916 R   6.2   0.0   0:00.02 top', '      1 root      20   0  249696   9552   6256 S   0.0   0.0   2:55.11 systemd', '      2 root      20   0       0      0      0 S   0.0   0.0   0:22.45 kthreadd', '      3 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 rcu_gp', '      4 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 rcu_par_gp', '      6 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker/0:0H-events_highpri', '     10 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 mm_percpu_wq', '     11 root      20   0       0      0      0 S   0.0   0.0   0:00.00 rcu_tasks_rude_'], 'uptime': ' 20:32:20 up 62 days,  8:24,  1 user,  load average: 13.97, 6.56, 5.33\n', 'libOGL.so': 'dbf62a8a0bfcbe649d6ed719d46d474a  /home/greole/OpenFOAM/greole-v2106/platforms/linux64GccDPInt32Opt/lib/libOGL.so\n'}, 'OBR_REPORT_VERSION': '0.4.1', 'OBR_VERSION': '0.5.0'}
HIP,CG,NoPrecond,150,None,2,nla-gpu2.ianm.kit.edu,0.25,Ginkgo,1,2022-10-24 18:34:01.658746,3ef7e7f3279aab272b4f4a863214e83e,101.043311
HIP,CG,NoPrecond,150,None,32,nla-gpu2.ianm.kit.edu,4,Ginkgo,1,2022-10-24 18:34:51.883710,63ad53d2b9b815b7f7d55781ca284bb7,50.220177
