executor_p,solver_p,preconditioner_p,resolution,omp_threads,mpi_ranks,node,processes,mpiRank_gko,backend_p,timestamp,log_id,run_time
#{'node_data': {'host': 'nla-gpu2.ianm.kit.edu\n', 'top': ['top - 10:35:24 up 61 days, 22:27,  1 user,  load average: 11.15, 13.80, 13.80', 'Tasks: 994 total,   6 running, 988 sleeping,   0 stopped,   0 zombie', '%Cpu(s):  1.6 us,  0.3 sy,  6.3 ni, 91.9 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st', 'MiB Mem : 515579.1 total, 260422.2 free, 150022.6 used, 105134.2 buff/cache', 'MiB Swap: 131072.0 total, 130023.2 free,   1048.8 used. 362728.3 avail Mem ', '', '    PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND', '2689650 jtrzcin+  20   0 1875444   1.7g  23872 R 100.0   0.3   0:33.35 cc1plus', '2683488 greole    25   5   61.9g  57.5g 164200 R  94.1  11.4  25:51.08 decomposePar', '2686005 greole    25   5   55.2g  50.9g 163208 R  94.1  10.1  21:30.83 decomposePar', '2688745 greole    25   5   24.3g  19.9g 164576 R  94.1   4.0  10:45.70 decomposePar', '2689542 greole    25   5   10.9g   6.5g 163192 R  94.1   1.3   1:52.21 decomposePar', '2689802 greole    20   0   66412   5616   3884 R  11.8   0.0   0:00.03 top', '   2885 root      rt   0  661572 182716  69368 S   5.9   0.0 344:34.93 corosync', '      1 root      20   0  249696   9580   6304 S   0.0   0.0   2:54.77 systemd'], 'uptime': ' 10:35:24 up 61 days, 22:27,  1 user,  load average: 11.15, 13.80, 13.80\n', 'libOGL.so': 'dbf62a8a0bfcbe649d6ed719d46d474a  /home/greole/OpenFOAM/greole-v2106/platforms/linux64GccDPInt32Opt/lib/libOGL.so\n'}, 'OBR_REPORT_VERSION': '0.4.1', 'OBR_VERSION': '0.5.0'}
HIP,CG,NoPrecond,350,None,16,nla-gpu2.ianm.kit.edu,1,2,Ginkgo,2022-10-24 08:46:10.444940,6091dfe6cf4c2e617cb14ed078f58c32,645.89364
HIP,CG,NoPrecond,350,None,6,nla-gpu2.ianm.kit.edu,1,0.75,Ginkgo,2022-10-24 08:57:47.601950,3dd730414167f0fc89eccd07b9a399e3,697.150833
