executor_p,solver_p,preconditioner_p,resolution,omp_threads,mpi_ranks,node,processes,mpiRank,timestamp,log_id,run_time
#{'node_data': {'host': 'hkn0626.localdomain\n', 'top': ['top - 21:44:11 up 175 days, 12:01,  0 users,  load average: 0.21, 0.07, 0.02', 'Tasks: 1439 total,   1 running, 1438 sleeping,   0 stopped,   0 zombie', '%Cpu(s):  0.0 us,  0.1 sy,  0.0 ni, 99.9 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st', 'MiB Mem : 514600.6 total, 494563.8 free,  18857.8 used,   1179.0 buff/cache', 'MiB Swap:      0.0 total,      0.0 free,      0.0 used. 493022.0 avail Mem ', '', '    PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND', '   7619 root       0 -20   89.0g  13.2g   7.2g S   6.2   2.6   6282:32 mmfsd', '4187000 root      20   0 6789984  60868   9688 S   6.2   0.0 269:56.49 cc-metr+', '      1 root      20   0   95684  11788   8532 S   0.0   0.0   1:15.24 systemd', '      2 root      20   0       0      0      0 S   0.0   0.0   0:09.12 kthreadd', '      3 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 rcu_gp', '      4 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 rcu_par+', '      6 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+', '     10 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 mm_perc+'], 'uptime': ' 21:44:11 up 175 days, 12:01,  0 users,  load average: 0.21, 0.07, 0.02\n', 'libOGL.so': '89d4f5f79acdc962eced3eadd53b95d0  /home/hk-project-test-fine/eq4036/OpenFOAM/eq4036-v2112/platforms/linux64GccDPInt32Opt/lib/libOGL.so\n'}, 'OBR_REPORT_VERSION': '0.4.1', 'OBR_VERSION': '0.3.0'}
CUDA,CG,ISAI,200,1,8,hkn0626.localdomain,1,8,2022-02-07 20:45:12.276969,7d185ecef00302f764e2e8bb50eef165,60.489141
CUDA,CG,NoPrecond,200,1,8,hkn0626.localdomain,1,8,2022-02-07 20:46:16.531086,1af26a1b0b0b20d0c0de0d35734adf26,63.703641
CUDA,CG,Multigrid,200,1,8,hkn0626.localdomain,1,8,2022-02-07 20:47:44.597919,771a546f4e692d7390b68e55a138babb,87.968602
