executor_p,solver_p,preconditioner_p,resolution,omp_threads,mpi_ranks,node,processes,backend_p,mpiRank_gko,timestamp,log_id,run_time
#{'node_data': {'host': 'nla-gpu2.ianm.kit.edu\n', 'top': ['top - 18:37:10 up 35 days,  6:29,  1 user,  load average: 29.55, 30.23, 23.99', 'Tasks: 936 total,   1 running, 935 sleeping,   0 stopped,   0 zombie', '%Cpu(s):  0.1 us,  0.2 sy,  0.0 ni, 99.7 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st', 'MiB Mem : 515579.1 total,  87170.3 free,   8545.3 used, 419863.5 buff/cache', 'MiB Swap: 131072.0 total, 130850.2 free,    221.8 used. 503964.3 avail Mem ', '', '    PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND', '1035213 greole    20   0   66280   5140   3652 R   5.9   0.0   0:00.03 top', '      1 root      20   0  249696  11012   6976 S   0.0   0.0   0:21.32 systemd', '      2 root      20   0       0      0      0 S   0.0   0.0   0:06.19 kthreadd', '      3 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 rcu_gp', '      4 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 rcu_par_gp', '      6 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker/0:0H-events_highpri', '     10 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 mm_percpu_wq', '     11 root      20   0       0      0      0 S   0.0   0.0   0:00.00 rcu_tasks_rude_'], 'uptime': ' 18:37:10 up 35 days,  6:29,  1 user,  load average: 29.55, 30.23, 23.99\n', 'libOGL.so': '5118515e2267d350389f48b1e91471a1  /home/greole/OpenFOAM/greole-v2106/platforms/linux64GccDPInt32Opt/lib/libOGL.so\n'}, 'OBR_REPORT_VERSION': '0.4.1', 'OBR_VERSION': '0.5.0'}
HIP,CG,NoPrecond,400,None,8,nla-gpu2.ianm.kit.edu,1,Ginkgo,1,2022-09-27 17:05:16.773155,f64d914f41486917e7c67c927e9bb18f,1685.771647
HIP,CG,NoPrecond,400,None,16,nla-gpu2.ianm.kit.edu,1,Ginkgo,2,2022-09-27 17:28:41.824256,44f263ee73df89c1e9b6bcadb91310eb,1405.046844
