executor_p,solver_p,preconditioner_p,resolution,omp_threads,mpi_ranks,node,processes,mpiRank_of,backend_p,timestamp,log_id,run_time
#{'node_data': {'host': 'nla-gpu2.ianm.kit.edu\n', 'top': ['top - 10:13:39 up 35 days, 22:06,  2 users,  load average: 25.98, 10.12, 4.04', 'Tasks: 969 total,   1 running, 968 sleeping,   0 stopped,   0 zombie', '%Cpu(s):  0.1 us,  0.2 sy,  0.0 ni, 99.7 id,  0.0 wa,  0.0 hi,  0.1 si,  0.0 st', 'MiB Mem : 515579.1 total,  89641.2 free,   8588.1 used, 417349.7 buff/cache', 'MiB Swap: 131072.0 total, 130848.2 free,    223.8 used. 503920.3 avail Mem ', '', '    PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND', '1055616 greole    20   0   66424   5556   3816 R  11.8   0.0   0:00.03 top', '      1 root      20   0  249696  11064   7028 S   0.0   0.0   0:21.71 systemd', '      2 root      20   0       0      0      0 S   0.0   0.0   0:06.34 kthreadd', '      3 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 rcu_gp', '      4 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 rcu_par_gp', '      6 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker/0:0H-events_highpri', '     10 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 mm_percpu_wq', '     11 root      20   0       0      0      0 S   0.0   0.0   0:00.00 rcu_tasks_rude_'], 'uptime': ' 10:13:39 up 35 days, 22:06,  2 users,  load average: 25.98, 10.12, 4.04\n', 'libOGL.so': '5118515e2267d350389f48b1e91471a1  /home/greole/OpenFOAM/greole-v2106/platforms/linux64GccDPInt32Opt/lib/libOGL.so\n'}, 'OBR_REPORT_VERSION': '0.4.1', 'OBR_VERSION': '0.5.0'}
HIP,CG,NoPrecond,200,None,32,nla-gpu2.ianm.kit.edu,1,32,PETSC,2022-09-28 08:21:04.394692,1c7009df4606abd88faf330f8d0aed28,444.623883
