executor_p,solver_p,preconditioner_p,resolution,omp_threads,mpi_ranks,node,backend_p,mpiRank_of,processes,timestamp,log_id,run_time
#{'node_data': {'host': 'nla-gpu2.ianm.kit.edu\n', 'top': ['top - 10:12:29 up 35 days, 22:04,  2 users,  load average: 12.31, 4.30, 1.84', 'Tasks: 971 total,   1 running, 970 sleeping,   0 stopped,   0 zombie', '%Cpu(s):  0.1 us,  0.3 sy,  0.0 ni, 99.6 id,  0.0 wa,  0.0 hi,  0.1 si,  0.0 st', 'MiB Mem : 515579.1 total,  89621.6 free,   8607.9 used, 417349.6 buff/cache', 'MiB Swap: 131072.0 total, 130848.0 free,    224.0 used. 503900.6 avail Mem ', '', '    PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND', '1055311 greole    20   0   66428   5528   3788 R   5.9   0.0   0:00.02 top', '      1 root      20   0  249696  11064   7028 S   0.0   0.0   0:21.71 systemd', '      2 root      20   0       0      0      0 S   0.0   0.0   0:06.34 kthreadd', '      3 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 rcu_gp', '      4 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 rcu_par_gp', '      6 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker/0:0H-events_highpri', '     10 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 mm_percpu_wq', '     11 root      20   0       0      0      0 S   0.0   0.0   0:00.00 rcu_tasks_rude_'], 'uptime': ' 10:12:30 up 35 days, 22:04,  2 users,  load average: 12.31, 4.30, 1.84\n', 'libOGL.so': '5118515e2267d350389f48b1e91471a1  /home/greole/OpenFOAM/greole-v2106/platforms/linux64GccDPInt32Opt/lib/libOGL.so\n'}, 'OBR_REPORT_VERSION': '0.4.1', 'OBR_VERSION': '0.5.0'}
HIP,CG,NoPrecond,150,None,32,nla-gpu2.ianm.kit.edu,PETSC,32,1,2022-09-28 08:13:38.824358,c6b41e0e776b4f1b5772daadf50a2487,68.792225
