executor_p,solver_p,preconditioner_p,resolution,omp_threads,mpi_ranks,node,mpiRank_gko,backend_p,processes,timestamp,log_id,run_time
#{'node_data': {'host': 'nla-gpu2.ianm.kit.edu\n', 'top': ['top - 17:19:44 up 35 days,  5:12,  3 users,  load average: 0.69, 0.92, 1.02', 'Tasks: 949 total,   1 running, 948 sleeping,   0 stopped,   0 zombie', '%Cpu(s):  0.1 us,  0.3 sy,  0.0 ni, 99.7 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st', 'MiB Mem : 515579.1 total,  43677.8 free,   8464.5 used, 463436.8 buff/cache', 'MiB Swap: 131072.0 total, 130854.8 free,    217.2 used. 504029.1 avail Mem ', '', '    PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND', '   2292 root      20   0  201612  21044  19292 S   5.9   0.0   0:08.15 sssd_nss', '1032285 greole    20   0   66280   5512   3780 R   5.9   0.0   0:00.02 top', '      1 root      20   0  249696  11012   6976 S   0.0   0.0   0:21.27 systemd', '      2 root      20   0       0      0      0 S   0.0   0.0   0:06.16 kthreadd', '      3 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 rcu_gp', '      4 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 rcu_par_gp', '      6 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker/0:0H-events_highpri', '     10 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 mm_percpu_wq'], 'uptime': ' 17:19:44 up 35 days,  5:12,  3 users,  load average: 0.69, 0.92, 1.02\n', 'libOGL.so': '5118515e2267d350389f48b1e91471a1  /home/greole/OpenFOAM/greole-v2106/platforms/linux64GccDPInt32Opt/lib/libOGL.so\n'}, 'OBR_REPORT_VERSION': '0.4.1', 'OBR_VERSION': '0.5.0'}
HIP,CG,NoPrecond,100,None,8,nla-gpu2.ianm.kit.edu,1,Ginkgo,1,2022-09-27 15:20:01.359118,a0fa3e42e98777f5d03a2f8813de1596,16.606758
HIP,CG,NoPrecond,100,None,16,nla-gpu2.ianm.kit.edu,2,Ginkgo,1,2022-09-27 15:20:21.918193,45383f539b2a7753724cce6adce1a0d4,20.555833
HIP,CG,NoPrecond,100,None,32,nla-gpu2.ianm.kit.edu,4,Ginkgo,1,2022-09-27 15:20:45.857458,d9b021cc224828d5b643546485074326,23.93523
