executor_p,solver_p,preconditioner_p,resolution,omp_threads,mpi_ranks,node,mpiRank_of,processes,backend_p,timestamp,log_id,run_time
#{'node_data': {'host': 'nla-gpu2.ianm.kit.edu\n', 'top': ['top - 16:22:39 up 3 days, 47 min,  2 users,  load average: 8.00, 7.91, 5.99', 'Tasks: 935 total,   1 running, 934 sleeping,   0 stopped,   0 zombie', '%Cpu(s):  0.0 us,  0.2 sy,  0.1 ni, 99.7 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st', 'MiB Mem : 515579.2 total, 415660.7 free,   6348.3 used,  93570.2 buff/cache', 'MiB Swap: 131072.0 total, 131072.0 free,      0.0 used. 506716.9 avail Mem ', '', '    PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND', '  51160 greole    25   5   66268   5808   4152 R   5.6   0.0   0:00.03 top', '      1 root      20   0  241488  14192   8904 S   0.0   0.0   0:03.87 systemd', '      2 root      20   0       0      0      0 S   0.0   0.0   0:00.64 kthreadd', '      3 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 rcu_gp', '      4 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 rcu_par+', '      6 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+', '     10 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 mm_perc+', '     11 root      20   0       0      0      0 S   0.0   0.0   0:00.00 rcu_tas+'], 'uptime': ' 16:22:39 up 3 days, 47 min,  2 users,  load average: 8.00, 7.91, 5.99\n', 'libOGL.so': 'd2edf0260b78c4c6878c707c783c31df  /home/greole/OpenFOAM/greole-v2106/platforms/linux64GccDPInt32Opt/lib/libOGL.so\n'}, 'OBR_REPORT_VERSION': '0.4.1', 'OBR_VERSION': '0.5.0'}
HIP,CG,NoPrecond,300,None,0,nla-gpu2.ianm.kit.edu,0,1,PETSC,0,0,0
HIP,CG,NoPrecond,300,None,8,nla-gpu2.ianm.kit.edu,8,1,PETSC,2022-08-08 16:11:03.271919,abd68f6f7658ba1b63796f979f485779,6384.495785
