executor_p,solver_p,preconditioner_p,resolution,omp_threads,mpi_ranks,node,processes,mpiRank,timestamp,log_id,run_time
#{'node_data': {'host': 'hkn1147.localdomain\n', 'top': ['top - 13:50:26 up 183 days,  7:04,  0 users,  load average: 0.93, 1.02, 1.00', 'Tasks: 1655 total,   1 running, 1654 sleeping,   0 stopped,   0 zombie', '%Cpu(s):  0.0 us,  0.1 sy,  0.0 ni, 99.9 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st', 'MiB Mem : 256552.8 total, 229251.8 free,  26462.8 used,    838.2 buff/cache', 'MiB Swap:      0.0 total,      0.0 free,      0.0 used. 228568.6 avail Mem ', '', '    PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND', '3221722 eq4036    20   0   57344   6112   3608 R  11.8   0.0   0:00.04 top', '      1 root      20   0  243116   7880   4588 S   0.0   0.0   1:05.76 systemd', '      2 root      20   0       0      0      0 S   0.0   0.0   0:18.26 kthreadd', '      3 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 rcu_gp', '      4 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 rcu_par+', '      6 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+', '     10 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 mm_perc+', '     11 root      20   0       0      0      0 S   0.0   0.0   5:29.08 ksoftir+'], 'uptime': ' 13:50:26 up 183 days,  7:04,  0 users,  load average: 0.93, 1.02, 1.00\n', 'libOGL.so': '544aaaee37d34b300ed899c8aebbf472  /home/hk-project-test-fine/eq4036/OpenFOAM/eq4036-v2112/platforms/linux64GccDPInt32Opt/lib/libOGL.so\n'}, 'OBR_REPORT_VERSION': '0.4.1', 'OBR_VERSION': '0.3.0'}
DefaultOF,CG,NoPrecond,500,1,76,hkn1147.localdomain,1,fullNode,2022-02-06 13:33:03.623159,35a3be2527ad10b6e6f061a656b2d0fc,2556.92618
