executor_p,solver_p,preconditioner_p,resolution,omp_threads,mpi_ranks,node,mpiRank,processes,timestamp,log_id,run_time
#{'node_data': {'host': 'hkn1103.localdomain\n', 'top': ['top - 20:36:35 up 181 days,  3:41,  0 users,  load average: 0.43, 0.10, 0.03', 'Tasks: 1651 total,   1 running, 1650 sleeping,   0 stopped,   0 zombie', '%Cpu(s):  0.0 us,  0.1 sy,  0.0 ni, 99.9 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st', 'MiB Mem : 256552.8 total, 240582.1 free,  15055.1 used,    915.6 buff/cache', 'MiB Swap:      0.0 total,      0.0 free,      0.0 used. 239950.2 avail Mem ', '', '    PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND', '2627742 eq4036    20   0   57344   6052   3548 R  11.8   0.0   0:00.04 top', '      1 root      20   0  316852  11764   8444 S   0.0   0.0   0:56.58 systemd', '      2 root      20   0       0      0      0 S   0.0   0.0   0:42.16 kthreadd', '      3 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 rcu_gp', '      4 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 rcu_par+', '      6 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+', '     10 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 mm_perc+', '     11 root      20   0       0      0      0 S   0.0   0.0   5:01.47 ksoftir+'], 'uptime': ' 20:36:35 up 181 days,  3:41,  0 users,  load average: 0.43, 0.10, 0.03\n', 'libOGL.so': '544aaaee37d34b300ed899c8aebbf472  /home/hk-project-test-fine/eq4036/OpenFOAM/eq4036-v2112/platforms/linux64GccDPInt32Opt/lib/libOGL.so\n'}, 'OBR_REPORT_VERSION': '0.4.1', 'OBR_VERSION': '0.3.0'}
DefaultOF,BiCGStab,NoPrecond,300,1,76,hkn1103.localdomain,fullNode,1,2022-02-03 19:47:52.919674,0ea9f6d060467dccf11f1fdcba63cdc7,676.644528
DefaultOF,CG,NoPrecond,300,1,76,hkn1103.localdomain,fullNode,1,2022-02-03 19:55:28.164704,7172e229f0ac2bb28b8d41af31f3164f,454.571338
