executor_p,solver_p,preconditioner_p,resolution,omp_threads,mpi_ranks,node,mpiRank,processes,timestamp,log_id,run_time
#{'node_data': {'host': 'hkn1102.localdomain\n', 'top': ['top - 20:36:29 up 181 days,  3:41,  0 users,  load average: 0.28, 0.07, 0.02', 'Tasks: 1665 total,   1 running, 1664 sleeping,   0 stopped,   0 zombie', '%Cpu(s):  0.0 us,  0.1 sy,  0.0 ni, 99.9 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st', 'MiB Mem : 256552.8 total, 244810.9 free,  10874.6 used,    867.4 buff/cache', 'MiB Swap:      0.0 total,      0.0 free,      0.0 used. 244134.3 avail Mem ', '', '    PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND', '2647045 eq4036    20   0   57344   5980   3476 R   5.6   0.0   0:00.03 top', '      1 root      20   0  243168  11584   8248 S   0.0   0.0   1:01.08 systemd', '      2 root      20   0       0      0      0 S   0.0   0.0   0:44.06 kthreadd', '      3 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 rcu_gp', '      4 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 rcu_par+', '      6 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+', '     10 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 mm_perc+', '     11 root      20   0       0      0      0 S   0.0   0.0   7:22.38 ksoftir+'], 'uptime': ' 20:36:29 up 181 days,  3:41,  0 users,  load average: 0.28, 0.07, 0.02\n', 'libOGL.so': '544aaaee37d34b300ed899c8aebbf472  /home/hk-project-test-fine/eq4036/OpenFOAM/eq4036-v2112/platforms/linux64GccDPInt32Opt/lib/libOGL.so\n'}, 'OBR_REPORT_VERSION': '0.4.1', 'OBR_VERSION': '0.3.0'}
DefaultOF,BiCGStab,NoPrecond,400,1,76,hkn1102.localdomain,fullNode,1,2022-02-03 20:08:42.013733,f589a7e8ea871a7be9bcf319bcabd4ba,1932.348264
DefaultOF,CG,NoPrecond,400,1,76,hkn1102.localdomain,fullNode,1,2022-02-03 20:28:44.054580,90768961ab32f2d6468d3c061d0469b7,1201.382977
