executor_p,solver_p,preconditioner_p,resolution,omp_threads,mpi_ranks,node,mpiRank_gko,backend_p,processes,timestamp,log_id,run_time
#{'node_data': {'host': 'nla-gpu2.ianm.kit.edu\n', 'top': ['top - 10:10:57 up 61 days, 22:03,  1 user,  load average: 11.86, 7.19, 6.08', 'Tasks: 1005 total,   6 running, 999 sleeping,   0 stopped,   0 zombie', '%Cpu(s):  1.6 us,  0.6 sy,  6.0 ni, 91.9 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st', 'MiB Mem : 515579.1 total, 335901.8 free,  88386.4 used,  91291.0 buff/cache', 'MiB Swap: 131072.0 total, 130028.4 free,   1043.6 used. 424372.2 avail Mem ', '', '    PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND', '2683081 greole    25   5   23.7g  19.4g 163996 R 100.0   3.8   4:09.72 decomposePar', '2682345 greole    25   5   46.2g  41.8g 163968 R  94.1   8.3  34:43.21 decomposePar', '2683379 greole    25   5   11.0g   6.6g 163188 R  94.1   1.3   1:54.49 decomposePar', '2683488 greole    25   5   13.4g   9.0g 163260 R  94.1   1.8   1:46.24 decomposePar', '2684803 jtrzcin+  20   0  262412 232744  23364 R  94.1   0.0   0:01.12 cc1plus', '2684889 greole    20   0   66412   5608   3876 R   5.9   0.0   0:00.02 top', '      1 root      20   0  249696   9564   6304 S   0.0   0.0   2:54.74 systemd', '      2 root      20   0       0      0      0 S   0.0   0.0   0:22.24 kthreadd'], 'uptime': ' 10:10:57 up 61 days, 22:03,  1 user,  load average: 11.86, 7.19, 6.08\n', 'libOGL.so': 'dbf62a8a0bfcbe649d6ed719d46d474a  /home/greole/OpenFOAM/greole-v2106/platforms/linux64GccDPInt32Opt/lib/libOGL.so\n'}, 'OBR_REPORT_VERSION': '0.4.1', 'OBR_VERSION': '0.5.0'}
HIP,CG,NoPrecond,150,None,16,nla-gpu2.ianm.kit.edu,2,Ginkgo,1,2022-10-24 08:11:50.112589,881fa85c1a5747e63c0d3088c8ccc9f0,52.934615
HIP,CG,NoPrecond,150,None,6,nla-gpu2.ianm.kit.edu,0.75,Ginkgo,1,2022-10-24 08:12:37.062280,e7fa534a7dd5de4da400aa6374dff543,46.943877
