executor_p,solver_p,preconditioner_p,resolution,omp_threads,mpi_ranks,node,processes,mpiRank_gko,backend_p,timestamp,log_id,run_time
#{'node_data': {'host': 'nla-gpu2.ianm.kit.edu\n', 'top': ['top - 20:34:52 up 62 days,  8:27,  1 user,  load average: 20.51, 9.56, 6.47', 'Tasks: 965 total,   1 running, 964 sleeping,   0 stopped,   0 zombie', '%Cpu(s):  0.1 us,  0.3 sy,  0.0 ni, 99.6 id,  0.0 wa,  0.0 hi,  0.1 si,  0.0 st', 'MiB Mem : 515579.1 total, 343901.7 free,   9607.0 used, 162070.4 buff/cache', 'MiB Swap: 131072.0 total, 129914.2 free,   1157.8 used. 503061.5 avail Mem ', '', '    PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND', '   2885 root      rt   0  661572 182716  69368 S   5.9   0.0 347:27.71 corosync', '2871511 greole    20   0   66424   5548   3816 R   5.9   0.0   0:00.03 top', '      1 root      20   0  249696   9552   6256 S   0.0   0.0   2:55.11 systemd', '      2 root      20   0       0      0      0 S   0.0   0.0   0:22.45 kthreadd', '      3 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 rcu_gp', '      4 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 rcu_par_gp', '      6 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker/0:0H-events_highpri', '     10 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 mm_percpu_wq'], 'uptime': ' 20:34:53 up 62 days,  8:27,  1 user,  load average: 20.51, 9.56, 6.47\n', 'libOGL.so': 'dbf62a8a0bfcbe649d6ed719d46d474a  /home/greole/OpenFOAM/greole-v2106/platforms/linux64GccDPInt32Opt/lib/libOGL.so\n'}, 'OBR_REPORT_VERSION': '0.4.1', 'OBR_VERSION': '0.5.0'}
HIP,CG,NoPrecond,200,None,4,nla-gpu2.ianm.kit.edu,1,0.5,Ginkgo,2022-10-24 18:36:50.405217,54ac56f98ae4182990cd9998638c5d81,117.382544
HIP,CG,NoPrecond,200,None,8,nla-gpu2.ianm.kit.edu,1,1.0,Ginkgo,2022-10-24 18:38:07.394799,356d041a64d310864b2cfea6c3ceb54b,76.985753
HIP,CG,NoPrecond,200,None,16,nla-gpu2.ianm.kit.edu,1,2,Ginkgo,2022-10-24 18:39:49.754202,c570d4311b696cc5e405315c0c69af0f,102.355335
HIP,CG,NoPrecond,200,None,2,nla-gpu2.ianm.kit.edu,1,0.25,Ginkgo,2022-10-24 18:43:48.928390,2bbf4869ad73d46f9fb5ac54541c3b91,239.170117
HIP,CG,NoPrecond,200,None,32,nla-gpu2.ianm.kit.edu,1,4,Ginkgo,2022-10-24 18:45:29.314149,086dea58fbb5bc626fdf44139c749206,100.381206
HIP,CG,NoPrecond,200,None,6,nla-gpu2.ianm.kit.edu,1,0.75,Ginkgo,2022-10-24 18:47:01.013896,4f8f5f94e75b8bbdea90f935b471e3a0,91.695932
