executor_p,solver_p,preconditioner_p,resolution,omp_threads,mpi_ranks,node,backend_p,mpiRank_gko,processes,timestamp,log_id,run_time
#{'node_data': {'host': 'nla-gpu2.ianm.kit.edu\n', 'top': ['top - 13:40:00 up 62 days,  1:32,  1 user,  load average: 5.70, 3.99, 3.96', 'Tasks: 967 total,   3 running, 964 sleeping,   0 stopped,   0 zombie', '%Cpu(s):  0.1 us,  0.3 sy,  3.1 ni, 96.5 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st', 'MiB Mem : 515579.1 total, 309001.8 free,  75934.9 used, 130642.4 buff/cache', 'MiB Swap: 131072.0 total, 129867.9 free,   1204.1 used. 436779.4 avail Mem ', '', '    PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND', '2819748 greole    25   5   46.4g  42.0g 163164 R 100.0   8.3  16:15.79 decomposePar', '2819915 greole    25   5   27.4g  23.1g 163756 R 100.0   4.6   9:49.86 decomposePar', '2820649 greole    20   0   66424   5716   3980 R  12.5   0.0   0:00.03 top', '2820292 greole    20   0   66408   5660   3828 S   6.2   0.0   0:01.08 top', '      1 root      20   0  249696   9544   6256 S   0.0   0.0   2:54.90 systemd', '      2 root      20   0       0      0      0 S   0.0   0.0   0:22.31 kthreadd', '      3 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 rcu_gp', '      4 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 rcu_par_gp'], 'uptime': ' 13:40:00 up 62 days,  1:32,  1 user,  load average: 5.70, 3.99, 3.96\n', 'libOGL.so': 'dbf62a8a0bfcbe649d6ed719d46d474a  /home/greole/OpenFOAM/greole-v2106/platforms/linux64GccDPInt32Opt/lib/libOGL.so\n'}, 'OBR_REPORT_VERSION': '0.4.1', 'OBR_VERSION': '0.5.0'}
HIP,CG,NoPrecond,200,None,4,nla-gpu2.ianm.kit.edu,Ginkgo,0.5,1,2022-10-24 11:42:02.284946,27c1a2614db7c1b665db70dc07b0192d,121.81378
