executor_p,solver_p,preconditioner_p,resolution,omp_threads,mpi_ranks,node,processes,backend_p,mpiRank_gko,timestamp,log_id,run_time
#{'node_data': {'host': 'nla-gpu2.ianm.kit.edu\n', 'top': ['top - 19:41:15 up 62 days,  7:33,  1 user,  load average: 6.65, 7.00, 11.32', 'Tasks: 938 total,   2 running, 936 sleeping,   0 stopped,   0 zombie', '%Cpu(s):  0.1 us,  0.2 sy,  0.0 ni, 99.7 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st', 'MiB Mem : 515579.1 total, 345937.4 free,   9578.6 used, 160063.1 buff/cache', 'MiB Swap: 131072.0 total, 129914.2 free,   1157.8 used. 503089.1 avail Mem ', '', '    PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND', '2870419 greole    20   0   66280   5256   3764 R  11.8   0.0   0:00.03 top', '      1 root      20   0  249696   9552   6256 S   0.0   0.0   2:55.10 systemd', '      2 root      20   0       0      0      0 S   0.0   0.0   0:22.44 kthreadd', '      3 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 rcu_gp', '      4 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 rcu_par_gp', '      6 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker/0:0H-events_highpri', '     10 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 mm_percpu_wq', '     11 root      20   0       0      0      0 S   0.0   0.0   0:00.00 rcu_tasks_rude_'], 'uptime': ' 19:41:15 up 62 days,  7:33,  1 user,  load average: 6.65, 7.00, 11.32\n', 'libOGL.so': 'dbf62a8a0bfcbe649d6ed719d46d474a  /home/greole/OpenFOAM/greole-v2106/platforms/linux64GccDPInt32Opt/lib/libOGL.so\n'}, 'OBR_REPORT_VERSION': '0.4.1', 'OBR_VERSION': '0.5.0'}
HIP,CG,NoPrecond,500,None,4,nla-gpu2.ianm.kit.edu,1,Ginkgo,0.5,2022-10-24 18:31:20.948675,8ced266598e39896a9997a85709f0363,3005.810872
