executor_p,solver_p,preconditioner_p,resolution,omp_threads,mpi_ranks,node,backend_p,mpiRank_of,processes,timestamp,log_id,run_time
#{'node_data': {'host': 'nla-gpu2.ianm.kit.edu\n', 'top': ['top - 10:45:52 up 45 days, 22:38,  1 user,  load average: 11.24, 2.65, 0.88', 'Tasks: 957 total,   1 running, 956 sleeping,   0 stopped,   0 zombie', '%Cpu(s):  0.1 us,  0.3 sy,  0.0 ni, 99.7 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st', 'MiB Mem : 515579.1 total, 434757.4 free,   9404.9 used,  71416.8 buff/cache', 'MiB Swap: 131072.0 total, 130715.6 free,    356.4 used. 503641.5 avail Mem ', '', '    PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND', '1665610 greole    20   0   66416   5568   3828 R   5.9   0.0   0:00.02 top', '      1 root      20   0  249696   9320   6124 S   0.0   0.0   2:46.47 systemd', '      2 root      20   0       0      0      0 S   0.0   0.0   0:19.09 kthreadd', '      3 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 rcu_gp', '      4 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 rcu_par_gp', '      6 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker/0:0H-events_highpri', '     10 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 mm_percpu_wq', '     11 root      20   0       0      0      0 S   0.0   0.0   0:00.00 rcu_tasks_rude_'], 'uptime': ' 10:45:52 up 45 days, 22:38,  1 user,  load average: 11.24, 2.65, 0.88\n', 'libOGL.so': '9d085d9efdd86252645c0f2c9e185acf  /home/greole/OpenFOAM/greole-v2106/platforms/linux64GccDPInt32Opt/lib/libOGL.so\n'}, 'OBR_REPORT_VERSION': '0.4.1', 'OBR_VERSION': '0.5.0'}
HIP,CG,NoPrecond,150,None,32,nla-gpu2.ianm.kit.edu,PETSC,32,1,2022-10-08 08:47:01.062538,d5b381be1be4bbacb90e2807dd9c7eed,68.241691
