executor_p,solver_p,preconditioner_p,resolution,omp_threads,mpi_ranks,node,mpiRank_gko,backend_p,processes,timestamp,log_id,run_time
#{'node_data': {'host': 'nla-gpu2.ianm.kit.edu\n', 'top': ['top - 10:12:38 up 61 days, 22:05,  1 user,  load average: 14.69, 9.95, 7.22', 'Tasks: 1005 total,   6 running, 999 sleeping,   0 stopped,   0 zombie', '%Cpu(s):  1.6 us,  0.3 sy,  6.2 ni, 91.9 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st', 'MiB Mem : 515579.1 total, 326615.3 free,  96573.6 used,  92390.2 buff/cache', 'MiB Swap: 131072.0 total, 130028.4 free,   1043.6 used. 416184.6 avail Mem ', '', '    PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND', '2682345 greole    25   5   46.2g  41.8g 163968 R 100.0   8.3  36:23.40 decomposePar', '2683379 greole    25   5   14.2g   9.8g 163188 R 100.0   1.9   3:33.89 decomposePar', '2685475 jtrzcin+  20   0  464504 426716  19216 R 100.0   0.1   0:03.63 cc1plus', '2683081 greole    25   5   24.8g  20.5g 164180 R  94.1   4.1   5:46.10 decomposePar', '2683488 greole    25   5   16.7g  12.3g 163260 R  94.1   2.4   3:25.53 decomposePar', '2685594 greole    20   0   66412   5588   3848 R   5.9   0.0   0:00.02 top', '      1 root      20   0  249696   9564   6304 S   0.0   0.0   2:54.74 systemd', '      2 root      20   0       0      0      0 S   0.0   0.0   0:22.24 kthreadd'], 'uptime': ' 10:12:38 up 61 days, 22:05,  1 user,  load average: 14.69, 9.95, 7.22\n', 'libOGL.so': 'dbf62a8a0bfcbe649d6ed719d46d474a  /home/greole/OpenFOAM/greole-v2106/platforms/linux64GccDPInt32Opt/lib/libOGL.so\n'}, 'OBR_REPORT_VERSION': '0.4.1', 'OBR_VERSION': '0.5.0'}
HIP,CG,NoPrecond,200,None,16,nla-gpu2.ianm.kit.edu,2,Ginkgo,1,2022-10-24 08:14:30.529455,5e07e532b571688003c0f1856a3214f0,112.408473
HIP,CG,NoPrecond,200,None,6,nla-gpu2.ianm.kit.edu,0.75,Ginkgo,1,2022-10-24 08:16:02.155007,c20d9dad35c7f9b695f3b7b38a0d665f,91.620615
