executor_p,solver_p,preconditioner_p,resolution,omp_threads,mpi_ranks,node,processes,backend_p,mpiRank_of,timestamp,log_id,run_time
#{'node_data': {'host': 'nla-gpu2.ianm.kit.edu\n', 'top': ['top - 10:47:01 up 45 days, 22:39,  1 user,  load average: 25.98, 8.91, 3.18', 'Tasks: 960 total,   1 running, 959 sleeping,   0 stopped,   0 zombie', '%Cpu(s):  0.1 us,  0.3 sy,  0.0 ni, 99.7 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st', 'MiB Mem : 515579.1 total, 434242.9 free,   9412.4 used,  71923.8 buff/cache', 'MiB Swap: 131072.0 total, 130715.6 free,    356.4 used. 503633.3 avail Mem ', '', '    PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND', '1007967 greole    20   0   89876   9812   3772 S   6.2   0.0   0:43.12 zsh', '1665869 greole    20   0   66420   5648   3904 R   6.2   0.0   0:00.02 top', '      1 root      20   0  249696   9320   6124 S   0.0   0.0   2:46.47 systemd', '      2 root      20   0       0      0      0 S   0.0   0.0   0:19.09 kthreadd', '      3 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 rcu_gp', '      4 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 rcu_par_gp', '      6 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker/0:0H-events_highpri', '     10 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 mm_percpu_wq'], 'uptime': ' 10:47:01 up 45 days, 22:39,  1 user,  load average: 25.98, 8.91, 3.18\n', 'libOGL.so': '9d085d9efdd86252645c0f2c9e185acf  /home/greole/OpenFOAM/greole-v2106/platforms/linux64GccDPInt32Opt/lib/libOGL.so\n'}, 'OBR_REPORT_VERSION': '0.4.1', 'OBR_VERSION': '0.5.0'}
HIP,CG,NoPrecond,200,None,32,nla-gpu2.ianm.kit.edu,1,PETSC,32,2022-10-08 08:54:00.584362,5d4f964e230ab18156df9f869226b8d0,418.563813
